Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Number of Beds,Inpatient Total Charges,Outpatient Total Charges,Total Salaries (adjusted),Total Income
453059,HEALTHSOUTH REHABILITATION HOSPITAL,18550 IH 45 SOUTH,CONROE,TX,77384,MONTGOMERY,84,"$19,478,647",,"$6,725,829","-$875,263"
501331,PULLMAN REGIONAL HOSPITAL,835 SE BISHOP BLVD,PULLMAN,WA,99163-,WHITMAN,25,"$29,605,454","$78,723,409",,"$5,758,578"
513027,HEALTHSOUTH WESTERN HILLS REGIONAL R,3 WESTERN HILLS DRIVE,PARKERSBURG,WV,26105,WOOD,40,"$29,579,166","$996,029","$6,676,270","$1,980,684"
513028,HEALTHSOUTH REHABILITATION HOSPITAL,6900 WEST COUNTRY CLUB DRIVE,HUNTINGTON,WV,35705,CABELL,62,"$37,430,471",,"$8,040,647","$5,455,254"
513030,HEALTHSOUTH MOUNTAIN VIEW REGIONAL R,1160 VAN VOORHIS ROAD,MORGANTOWN,WV,26505,MONONGALIA,96,"$55,427,864","$1,958,055","$13,929,526","$4,406,998"
111311,JENKINS COUNTY HOSPITAL,931 EAST WINTHORPE AVENUE,MILLEN,GA,30442,JENKINS,15,"$2,378,814","$8,650,863",,"-$2,873,656"
293032,HEALTHSOUTH REHABILITATION HOSPITAL,10301 JEFFREYS STREET,HENDERSON,NV,89052,CLARK,90,"$74,777,763","$1,731,986","$17,049,454","$15,470,526"
493028,HEALTHSOUTH REHABILITATION HOSPITAL,5700 FITZHUGH AVENUE,RICHMOND,VA,23226,HENRICO,40,"$18,459,320","$44,735","$6,697,541","$984,289"
513026,HEALTHSOUTH SOUTHERN HILLS REHABILIT,120 12TH STREET,PRINCETON,WV,24740,MERCER,60,"$26,754,493",,"$6,042,605","$4,277,201"
111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30349-0597,CANDLER,25,"$12,505,577","$39,282,587",,"-$557,044"
111336,MOUNTAIN LAKES MEDICAL CENTER,162 LEGACY POINT,CLAYTON,GA,30525,RABUN,25,"$5,357,122","$54,204,370",,"-$513,251"
113029,CENTRAL GEORGIA REHAB HOSPITAL,3351 NORTHSIDE DRIVE,MACON,GA,31210-,BIBB,58,"$30,206,133","$5,539,514",,"-$1,562,279"
153025,HEALTHSOUTH DEACONESS REHABILITATION,4100 COVERT AVENUE,EVANSVILLE,IN,47714,VANDENBURGH,103,"$63,748,796","$3,705,139","$13,669,350","$14,086,501"
100050,LARKIN HOSP PALM SPRINGS CAMPUS  LLC,1475 W 75TH STREET,HIALEAH,FL,33012,MIAMI-DADE,148,"$137,288,076","$122,581,337","$31,331,531","-$1,847,374"
114036,ACADIA GREENLEAF HOSPITAL,2209 PINEVIEW DRIVE,VALDOSTA,GA,31602,,73,"$42,954,802","$3,861,595",,"$5,885,424"
171323,STAFFORD COUNTY HOSPITAL,502 SOUTH BUCKEYE,STAFFORD,KS,67578,STAFFORD,25,"$808,515","$2,024,989",,"-$2,106,160"
141341,PANA COMMUNITY HOSPITAL,101 E. 9TH STREET,PANA,IL,62557-1716,CHRISTIAN,22,"$4,960,165","$40,090,779",,"$1,027,477"
241306,RENVILLE COUNTY HOSPITAL AND CLINICS,100 HEALTH WAY,OLIVIA,MN,56277-1397,RENVILLE,16,"$7,351,439","$34,233,066",,"$2,342,110"
43026,BAPTIST HEALTH REHABILITATION INSTIT,9601  BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205,PULASKI,120,"$58,506,627","$39,873,240",,"$6,773,629"
103036,WEST GABLES REHABILITATION HOSPITAL,2525 SW 75TH STREET,MIAMI,FL,33155,MIAMI-DADE,60,"$50,446,302","$7,089,591","$12,687,917","$4,539,365"
381320,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,ASTORIA,OR,97103,CLATSOP,25,"$36,456,651","$162,584,897",,"$14,789,883"
444025,CRESTWYN BEHAVIORAL HEALTH,9485 CRESTWYN HILLS COVE,MEMPHIS,TN,38125-8515,,63,"$26,569,501","$1,619,450",,"$29,791"
374017,WILLOW CREST HOSPITAL,130 A STREET SOUTHWEST,MIAMI,OK,74354,,,,,,
10032,WEDOWEE HOSPITAL,301 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,34,"$3,510,041","$16,614,567","$3,333,558","-$1,506,129"
111310,MEDICAL CENTER OF PEACH COUNTY,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,PEACH,25,"$15,658,973","$47,535,588",,"-$1,891,142"
443034,BAPTIST MEMORIAL REHAB HOSPITAL,1240 S. GERMANTOWN ROAD,GERMANTOWN,TN,38138,SHELBY,49,"$52,736,635",,"$8,267,210","$4,701,228"
521341,THE RICHLAND HOSPITAL  INC,333 EAST SECOND STREET,RICHLAND CENTER,WI,53581-,RICHLAND,25,"$21,617,065","$56,562,322",,"$3,782,326"
670076,HERITAGE PARK SURGICAL HOSPITAL,3601 CALAIS DRIVE,SHERMAN,TX,75090,GRAYSON,12,"$32,036,009","$180,535,511","$11,081,669","$18,555,949"
241325,CHIPPEWA COUNTY-MONTEVIDEO HOSPITAL,824 NORTH 11TH STREET,MONTEVIDEO,MN,56265-,CHIPPEWA,25,"$10,318,187","$43,907,327",,"-$3,642,148"
261315,PARKLAND HLTH CTR - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST FRANCOIS,3,"$440,840","$67,204,342",,"$4,226,950"
521344,MEMORIAL HOSPITAL OF BOSCOBEL,205 PARKER STREET,BOSCOBEL,WI,53805,GRANT,25,"$3,756,552","$27,989,736",,"$2,101,976"
501330,ASTRIA SUNNYSIDE HOSPITAL,10 & TACOMA AVE,SUNNYSIDE,WA,98944-,YAKIMA,25,"$79,008,951","$190,126,760",,"$5,235,384"
141346,FAYETTE COUNTY HOSPITAL,SEVENTH & TAYLOR,VANDALIA,IL,62471-,FAYETTE,25,"$12,141,483","$55,740,044",,"-$265,196"
51329,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453-,LAKE,30,"$65,698,104","$168,934,208",,"-$6,532,526"
260034,BATES COUNTY MEMORIAL HOSPITAL,615 WEST NURSERY STREET,BUTLER,MO,64730-0370,BATES,44,"$24,913,490","$73,872,791","$14,343,663","$1,361,613"
271343,ST. JOSEPH HOSPITAL,6 13TH AVE E,POLSON,MT,59860-1010,LAKE,22,"$9,935,626","$38,759,205",,"-$2,672,691"
343026,CAROLINAS REHABILITATION,1100 BLYTHE BLVD,CHARLOTTE,NC,28203-,MECKLENBURG,150,"$189,005,298","$53,124,756",,"$4,633,456"
431309,COMMUNITY MEMORIAL HOSPITAL,809 JACKSON ST,BURKE,SD,57523-,GREGORY,16,"$1,870,958","$3,605,924",,"$759,305"
511309,WAR MEMORIAL HOSPITAL,1 HEALTHY WAY,BERKELEY SPRINGS,WV,25411-,MORGAN,25,"$8,854,587","$32,041,476",,"$424,260"
511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,ROMNEY,WV,26757,HAMPSHIRE,14,"$8,209,953","$41,760,001",,"$681,589"
100055,FLORIDA HOSPITAL - NORTH PINELLAS,1395 S. PINELLAS AVENUE,TARPON SPRINGS,FL,34689,PINELLAS,136,"$261,338,101","$262,212,306","$38,790,688","-$4,803,911"
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233-,SARASOTA,139,"$616,133,349","$411,830,636","$35,189,497","$13,698,804"
103039,BROOKS REHABILITATION,3599 UNIVERSITY BLVD SOUTH,JACKSONVILLE,FL,32216,DUVAL,160,"$196,728,069","$56,240,706","$37,904,850","$8,833,504"
181301,MARCUM & WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336-0928,ESTILL,25,"$16,769,327","$52,588,061",,"$327,573"
291311,DESERT VIEW REGIONAL MEDICAL CENTER,360 S LOLA LANE,PAHRUMP,NV,89048,,25,"$25,202,121","$130,020,536",,"$5,369,605"
400131,CARIBBEAN MEDICAL CENTER,AVE OSVALDO MOLINA #151,FAJARDO,PR,00738-7006,FAJARDO,36,"$18,730,641","$11,007,890","$4,964,306","$5,141,249"
523028,UW HEALTH REHABILITATION HOSPITAL,5115 N. BILTMORE LANE,MADISON,WI,53718,DANE,50,"$40,199,259",,"$6,998,523","$5,781,984"
191314,MADISON PARISH HOSPITAL,900 JOHNSON STREET,TALLULAH,LA,71384,MADISON,25,"$5,047,384","$17,531,822",,"$2,208,832"
141320,PARIS COMMUNITY HOSPITAL,721 EAST COURT STREET,PARIS,IL,61944-,EDGAR,25,"$5,126,774","$78,904,703",,"$3,410,215"
201311,DOWN EAST COMMUNITY HOSPITAL,UPPER COURT STREET,MACHIAS,ME,4654,WASHINGTON,25,"$11,733,178","$54,251,480",,"$677,377"
360044,WAYNE HOSPITAL COMPANY,835 SWEITZER STREET,GREENVILLE,OH,45331-,DARKE,36,"$29,343,056","$115,666,117","$20,496,879","$9,499,000"
131326,CASSIA REGIONAL MED. CENTER,1501 HILAND AVE.,BURLEY,ID,83318-,CASSIA,25,"$27,497,252","$52,029,542",,"-$1,099,762"
151324,FRANCISCAN HEALTH RENSSELAER,1104 EAST GRACE STREET,RENSSELAER,IN,47978-,JASPER,25,"$6,600,556","$57,561,607",,"-$7,622,940"
171380,NEOSHO MEMORIAL REGIONAL MED CTR,629 SOUTH PLUMMER,CHANUTE,KS,66720-,NEOSHO,22,"$33,651,191","$100,580,387",,"-$1,812,848"
173032,REHABILITATION HOSP OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY,OVERLAND PARK,KS,66207,JOHNSON,45,"$51,190,371","$1,387,896",,"-$290,840"
501321,NORTH VALLEY HOSPITAL,203 SOUTH WESTERN,TONASKET,WA,98855-,OKANOGAN,21,"$6,304,465","$22,794,994",,"$396,898"
501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,98331-,CLALLAM,25,"$9,675,566","$28,947,050",,"$750,293"
13300,THE CHILDRENS HOSPITAL OF ALABAMA,1600 7TH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,339,"$1,104,608,715","$523,050,827",,"$12,405,455"
112012,COLUMBUS SPECIALTY HOSPITAL,616 19TH STREET FOURTH FLOOR,COLUMBUS,GA,31902,,50,"$11,758,652",,,"$167,270"
153028,REHABILITATION HOSPITAL OF INDIANA,4141 SHORE DRIVE,INDIANAPOLIS,IN,46254,MARION,91,"$78,380,281","$19,059,688",,"$985,849"
241338,MAYO CLNIC HEALTH SYSTEM - LAKE CITY,500 WEST GRANT ST,LAKE CITY,MN,55041,GOODHUE,18,"$20,409,716","$28,977,570",,"-$1,700,166"
260209,FULTON MEDICAL CENTER,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251-,CALLAWAY,18,"$7,272,122","$22,888,690","$5,923,406","-$3,978,076"
673040,SRH OF SAN ANTONIO,19126 STONE HUE,SAN ANTONIO,TX,78258,BEXAR,42,"$45,882,321",,"$9,011,832","$191,190"
161354,HORN MEMORIAL HOSPITAL,700 EAST 2ND STREET,IDA GROVE,IA,51445,IDA,25,"$5,461,227","$24,493,829",,"$1,977,801"
241346,CANNON FALLS MEDICAL CENTER - MAYO,32021 COUNTY 24 BOULEVARD,CANNON FALLS,MN,55009,GOODHUE,15,"$10,293,759","$29,528,614",,"$3,905,657"
251320,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVE,PORT GIBSON,MS,39150,CLAIBORNE,22,"$19,337,010","$18,165,512",,"-$432,111"
271323,CLARK FORK VALLEY HOSPITAL,10 KRUGER ROAD,PLAINS,MT,59859,SANDERS,16,"$6,966,860","$21,675,103",,"$1,766,617"
313030,BACHARACH INSTITUTE FOR REHABILITATI,61 WEST JIMMIE LEEDS ROAD,POMONA,NJ,08240-0723,ATLANTIC,52,"$55,683,167","$37,116,186","$30,534,567","$3,436,285"
331309,RIVER HOSPITAL,4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,24,"$1,732,518","$22,183,368",,"$4,066,586"
331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTH WAY,ELLENVILLE,NY,12428,ULSTER,15,"$7,334,058","$29,745,866",,"$1,035,863"
423031,SPARTANBURG REHABILITATION INSTITUTE,160 HAROLD FLEMING COURT,SPARTANBURG,SC,29303,SPARTANBURG,40,"$22,232,718","$1,233,572",,"$1,278,345"
501338,SNOQUALMIE VALLEY HOSPITAL,9575 ETHAN WADE WAY SE,SNOQUALMIE,WA,98065-,KING,25,"$25,769,532","$14,581,137",,"$147,048"
511300,BROADDUS HOSPITAL ASSOCIATION,1 HEALTHCARE DRIVE,PHILIPPI,WV,26416-,BARBOUR,12,"$7,092,748","$13,153,761",,"$218,518"
511303,MINNIE HAMILTON HEALTH CARE CENTER,186 HOSPITAL DRIVE,GRANTSVILLE,WV,26147-,CALHOUN,25,"$6,977,865","$15,710,027",,"-$1,916,516"
511304,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,SISTERSVILLE,WV,26175,TYLER,25,"$584,065","$19,762,183",,"-$653,205"
111312,SCREVEN COUNTY HOSPITAL,215 MIMS ROAD,SYLVANIA,GA,30476,SCREVEN,25,"$6,945,375","$26,728,994",,"$485,586"
111316,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,MERIWETHER,25,"$9,514,928","$11,676,403",,"-$32,785"
111323,TATTNALL HOSPITAL COMPANY  LLC,ROUTE 1 BOX 121,REIDSVILLE,GA,30453,TATTNALL,25,"$211,694,944","$201,231,416",,"$34,605,842"
241311,SIBLEY MEDICAL CENTER,601 WEST CHANDLER,ARLINGTON,MN,55307-,SIBLEY,17,"$1,998,508","$17,325,494",,"$511,682"
241316,NORTHERN ITASCA HOSPITAL DISTRICT,258 PINE TREE DRIVE,BIGFORK,MN,56628-0258,ITASCA,20,"$10,082,463","$14,238,180",,"-$501,417"
241334,RIVERS EDGE HOSPITAL AND CLINIC,1900 N SUNRISE DRIVE,ST. PETER,MN,56082-,NICOLLET,17,"$38,318,932","$20,223,486",,"$1,113,268"
263304,SHRINERS HOSPITAL FOR CHILDREN,4400 CLAYTON AVE,ST LOUIS,MO,63110-1624,,,,,,
331318,CARTHAGE AREA HOSPITAL,1001 WEST STREET,CARTHAGE,NY,13609,JEFFERSON,25,"$16,933,628","$69,172,190",,"$622,490"
374017,WILLOW CREST HOSPITAL INC,130 A STREET SOUTHWEST,MIAMI,OK,74354,,,,,,
14015,BEACON CHILDRENS HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,,,,,,
141306,COMMUNITY HOSPITAL OF STAUNTON,400 CALDWELL STREET,STAUNTON,IL,62088-1499,MACOUPIN,25,"$2,546,550","$29,832,246",,"-$680,968"
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITA,701 EAST ORANGE,HOOPSETON,IL,60942,VERMILLION,22,"$7,034,537","$120,019,950","$15,213,375","$3,513,542"
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITA,500 OSBORNE BOULEVARD,SAULT STE. MARIE,MI,49783-,CHIPPEWA,82,"$61,675,637","$172,783,142","$49,630,296","-$1,706,690"
241351,REDWOOD AREA HOSPITAL,100 FALLWOOD ROAD,REDWOOD FALLS,MN,56283,REDWOOD,25,"$9,258,416","$30,062,430",,"$5,205,794"
241367,FIRST LIGHT HEALTH SYSTEM,301 HIGHWAY 65 SOUTH,MORA,MN,55051-1950,KANABEC,25,"$18,570,838","$109,209,060",,"$4,175,078"
323032,REHABILITATION HOSPITAL OF SOUTHERN,4441 EAST LOHMAN AVE,LAS CRUCES,NM,88011,DONA ANA,40,"$26,563,212","$1,683,397",,"$1,422,971"
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVENUE,JEFFERSON,NC,28640-,ASHE,25,"$14,920,205","$51,750,670",,"$379,951"
342019,CRAWLEY MEMORIAL HOSPITAL  INC.,706 WEST KING STREET  2ND FLOOR,KINGS MOUNTAIN,NC,28086,CLEVELAND,28,"$30,698,642",,,"-$2,062,907"
371330,MANGUM REGIONAL MEDICAL CENTER,1 WICKERSHAM DRIVE,MANGUM,OK,73554,GREER,18,"$1,996,086","$13,800,113",,"-$1,410,467"
423030,GREENWOOD REGIONAL REHABILITATION HO,1530 PARKWAY,GREENWOOD,SC,29646,GREENWOOD,42,"$25,669,437",,,"$1,822,444"
440232,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,HOUSTON,25,"$1,991,667","$9,438,010","$2,116,211","$348,208"
490129,CAPITAL HOSPICE,2900 TELESTAR COURT,FALLS CHURCH,VA,22042-1206,FAIRFAX,,"$13,963,389","$49,035,101","$23,156,571","$8,730,366"
511319,JEFFERSON MEMORIAL HOSPITAL,300 S. PRESTON STREET,RANSON,WV,25438,JEFFERSON,25,"$19,491,485","$75,581,282",,"$5,557,590"
511321,ST. JOSEPHS HOSPITAL OF BUCKHANNON,1 AMALIA DRIVE,BUCKHANNON,WV,26201,UPSHUR,25,"$10,353,556","$69,937,940",,"$1,890,136"
513025,PETERSON HEALTHCARE AND REHAB,20 HOMESTEAD AVENUE,WHEELING,WV,26003,OHIO,22,"$33,788,883","$551,729","$5,918,929","$3,751,880"
193098,COBALT REHAB HOSPITAL NEW ORLEANS,3801 BIENVILLE STREET,NEW ORLEANS,LA,70119,,60,"$11,726,688","$363,089",,"-$5,729,310"
241355,GLENCOE REGIONAL HEALTH SERVICES,705 EAST 18TH STREEET,GLENCOE,MN,55336-,MCLEOD,25,"$27,763,447","$54,081,434",,"$2,569,128"
241366,MEEKER COUNTY MEMORIAL HOSPITAL,612 SIBLEY AVENUE SOUTH,LITCHFIELD,MN,55355-,MEEKER,25,"$17,635,299","$36,900,134",,"$2,125,260"
313032,MARLTON REHAB HOSPITAL,92 BRICK ROAD,MARLTON,NJ,8053,BURLINGTON,61,"$46,933,841","$3,064,996","$11,896,862","$3,568,615"
331305,OCONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,16,"$3,824,943","$21,824,016",,"$544,396"
520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVENUE,MANITOWOC,WI,54221,MANITOWOC,58,"$85,479,375","$195,903,868","$61,737,390","$2,901,195"
521334,THEDACARE MEDICAL CENTER - WAUPACA,800 RIVERSIDE DRIVE,WAUPACA,WI,54981,WAUPACA,25,"$7,551,288","$43,879,627",,"$2,823,810"
521346,THEDACARE MEDICAL CENTER - SHAWANO,100 COUNTY ROAD B,SHAWANO,WI,54166,SHAWANO,25,"$13,528,249","$66,773,231",,"$7,575,420"
61328,PAGOSA SPRINGS MEDICAL CENTER,95 SOUTH PAGOSA BOULEVARD,PAGOSA SPRINGS,CO,81147,ARCHULETA,11,"$6,288,022","$39,410,023",,"$780,760"
241369,UNITED HOSPITAL DISTRICT,515 SOUTH MOORE STREET,BLUE EARTH,MN,56013,FARIBAULT,24,"$11,108,047","$32,448,101",,"$1,250,536"
521355,THEDACARE-BERLIN,225 MEMORIAL DRIVE,BERLIN,WI,54923,GREEN LAKE,25,"$32,987,819","$94,813,648",,"$8,571,482"
673025,POST ACUTE MEDICAL AT ALLEN,1001 RAINTREE CIRCLE,ALLEN,TX,75013-4900,COLLIN,40,"$40,904,983",,,"$2,112,945"
51301,TEHACHAPI VALLEY HOSITAL DIST.,115 W. E ST.,TEHACHAPI,CA,93561-1900,KERN,25,"$4,166,629","$66,864,904",,"-$1,389,502"
51315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093-,TRINITY,25,"$10,841,332","$16,137,341",,"$3,094,551"
51317,ADVENTIST HEALTH CLEARLAKE,18TH AVENUE & HI-WAY 53,CLEARLAKE,CA,95422,LAKE,25,"$68,090,972","$177,242,441",,"$13,489,050"
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843-,LATAH,25,"$28,568,668","$79,290,218",,"$3,336,434"
361304,GREENFIELD AREA MEDICAL CENTER,545 SOUTH STREET,GREENFIELD,OH,45123-,HIGHLAND,25,"$9,074,445","$31,471,741",,"-$1,776,156"
361311,HARRISON COMMUNITY HOSPITAL,951 EAST MARKET STREET,CADIZ,OH,43907-,HARRISON,25,"$3,317,083","$28,949,183",,"-$3,851,951"
363041,TRIHEALTH REHABILITATION HOSPITAL,2155 DANA AVENUE,CINCINNATI,OH,45207,HAMILTON,60,"$28,898,823",,"$8,308,041","-$1,370,294"
431313,FREEMAN MEDICAL CENTER,510 EAST 8TH,FREEMAN,SD,57029,HUTCHINSON,25,"$6,011,080","$8,369,302",,"$372,216"
431334,WINNER REGIONAL HEALTHCARE CENTER,745 EAST 8TH STREET,WINNER,SD,57580-2677,TRIPP,25,"$20,126,396","$27,196,311",,"$3,504,976"
331317,LEWIS COUNTY GENERAL HOSPITAL,7785 N. STATE STREET,LOWVILLE,NY,13367,LEWIS,25,"$37,795,136","$85,949,148",,"-$1,030,602"
510082,SUMMERSVILLE REGIONAL MED CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26551,NICHOLAS,49,"$36,034,551","$93,526,518","$24,058,200","-$789,872"
21307,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE STREET,CORDOVA,AK,99574-,CORDOVA,13,"$8,333,472","$2,699,441",,"-$1,330,381"
51316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,SISKIYOU,25,"$60,328,769","$118,963,758",,"$6,602,424"
241319,MURRAY COUNTY MEMORIAL HOSPITAL,2042 JUNIPER AVE,SLAYTON,MN,56172,MURRAY,25,"$5,571,495","$17,202,818",,"-$40,754"
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,25,"$13,556,970","$52,994,575",,"-$594,258"
461302,MOAB REGIONAL HOSPITAL,450 WEST WILLIAMS WAY,MOAB,UT,84532,GRAND,17,"$9,806,195","$35,528,999",,"$5,925,301"
501316,KLICKITAT VALLEY HEALTH,310 S ROOSEVELT,GOLDENDALE,WA,98620-,KLICKITAT,17,"$3,409,373","$33,594,429",,"$281,110"
521316,TRI-COUNTY MEMORIAL HOSPITAL  INC.,18601 LINCOLN STREET,WHITEHALL,WI,54773-,TREMPEALEAU,25,"$6,067,877","$19,730,148",,"$1,406,917"
521342,INDIANHEAD MEDICAL CENTER,COUNTY HIGHWAY,SHELL LAKE,WI,54871,,25,"$3,008,020","$8,244,200","$3,331,636","$78,930"
241322,INTL FALLS MEMORIAL HOSPITAL,1400 HIGHWAY 71,INTERNATIONAL FALLS,MN,56649-3525,KOOCHICHING,15,"$6,738,015","$33,535,493",,"$47,634"
363304,CLEVELAND CLINIC CHILDRENS,2801 BRECKSVILLE ROAD,INDEPENDENCE,OH,44131,,,,,,
100014,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO STREET,NEW SMYRNA BEACH,FL,32168-,VOLUSIA,112,"$167,176,001","$179,466,856","$33,952,340","-$4,531,681"
100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CE,301 MEMORIAL MEDICAL PARKWAY,DAYTONA,FL,32117-,VOLUSIA,344,"$830,696,706","$598,636,292","$149,543,844","-$13,371,682"
100118,MEMORIAL HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PARKWAY,PALM COAST,FL,32614,FLAGLER,99,"$315,932,437","$398,599,502","$64,125,378","$40,389,258"
100329,OVIEDO MEDICAL CENTER,8300 RED BUG LAKE RD,OVIEDO,FL,32765,ORANGE,64,"$110,637,295","$194,446,889","$12,594,624","-$12,231,751"
110023,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30703-7013,,69,"$182,628,973","$356,724,050","$41,905,790","$16,032,414"
140065,ADVENTIST LAGRANGE MEMORIAL HOSPITAL,5101 S. WILLOW SPRINGS ROAD,LAGRANGE,IL,60525-,COOK,160,"$306,979,834","$280,659,417","$58,722,243","$988,407"
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BLVD,BOLINGBROOK,IL,60440-,WILL,114,"$183,474,633","$333,142,729","$39,582,459","$2,952,952"
271321,WHEATLAND MEMORIAL HEALTHCARE,530 3RD STREET NW,HARLOWTON,MT,59036-0287,WHEATLAND,25,"$3,494,568","$4,350,866",,"$172,994"
331315,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,ST. LAWRENCE,25,"$4,229,898","$32,296,785",,"-$155,643"
400044,SAN LUCAS PONCE,917 AVE TITO CASTRO,PONCE,PR,00733-6810,PUERTO RICO,311,"$130,399,583","$49,455,455","$31,370,877","-$3,855,434"
400098,HOSPITAL SAN FRANCISCO,DE DIEGO AVE. #371,RIO PIEDRAS,PR,923,RIO PIEDRAS,127,"$49,406,838","$29,932,602","$14,267,125","$1,054,623"
431339,COTEAU DES PRAIRIES,205 ORCHARD DRIVE,SISSETON,SD,57262-,ROBERTS,25,"$5,865,605","$23,985,303",,"-$242,478"
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,HAYS,157,"$132,522,172","$254,585,100","$33,208,084","-$799,382"
41331,OZARKS COMMUNITY HOSPITAL OF GRAVETT,1101 JACKSON ST  SW,GRAVETTE,AR,72736,,25,"$33,204,340","$58,292,513",,"-$35,691,268"
381318,HOOD RIVER MEMORIAL HOSPITAL,810 12TH ST,HOOD RIVER,OR,97031-,HOOD,25,"$31,571,544","$96,961,619",,"-$2,706,879"
453025,MEMORIAL HERMANN TIRR,1333 MOURSUND,HOUSTON,TX,77030,HARRIS,134,"$190,265,072","$122,807,404",,"$528,681"
393309,SHRINERS HOSPITAL FOR CHILDREN,3551 N. BROAD STREET,PHILADELPHIA,PA,19140,,,,,,
50353,PROVIDENCE LTTL CO MARY MC TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503-,LOS ANGELES,327,"$1,279,388,459","$671,198,849","$153,871,359","-$34,865,876"
173033,MEADOWBROOK REHABILITATION HOSPITAL,427 W MAIN STREET,GARDNER,KS,66030-1197,JOHNSON,54,"$31,430,079","$99,875",,"$294,866"
501311,EAST ADAMS RURAL HOSPITAL,903 SOUTH ADAMS,RITZVILLE,WA,99169,ADAMS,12,"$1,923,442","$8,018,940",,"$464,157"
501314,OCEAN BEACH HOSPITAL,1ST & FIR STREETS,ILWACO,WA,98624,PACIFIC,25,"$8,148,558","$33,945,356",,"$2,013,351"
501334,LAKE CHELAN COMMUNITY HOSPITAL,.03 E. HIGHLAND,CHELAN,WA,98816-,CHELAN,25,"$12,823,675","$28,519,708",,"-$764,959"
181320,LIVINGSTON HOSPITAL,131 HOSPITAL DRIVE,SALEM,KY,42078-,LIVINGSTON,25,"$9,838,946","$27,693,629",,"$39,527"
183300,SHRINERS HOSPITALS FOR CHILDREN,1900 RICHMOND RD,LEXINGTON,KY,40502,,,,,,
360141,NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,YOUNGSTOWN,OH,44501-0240,MAHONING,114,"$66,657,867","$78,497,330","$9,915,212","-$9,480,477"
381313,ST. CHARLES MED CTR - PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754-,CROOK,16,"$15,479,540","$51,142,567",,"$8,449,446"
381317,TILLAMOOK COUNTY GEN. HOSPITAL,1000 THIRD ST.,TILLAMOOK,OR,97141-,TILLAMOOK,25,"$30,766,421","$92,575,894",,"$7,547,684"
381324,ST CHARLES MADRAS,470 A STREET,MADRAS,OR,97741,JEFFERSON,25,"$13,419,101","$35,437,355",,"$1,160,944"
